ARNT	ATF3	ATF7	BHLHE40	BRCA1	CDC5L	FOXA1	IKZF1	KLF16	MAFK	MGA	MNT	NFIC	NRF1	PKNOX1	REST	STAT5A	TAL1	TCF12	TEAD4	THRA
EIF3K	2	4	7	2	0	0	0	13	2	0	1	3	3	4	6	4	0	0	2	2	0
ACTN4	3	7	9	5	0	0	0	18	3	4	2	4	4	4	6	6	3	1	4	6	0
LGALS4	3	3	7	8	0	0	0	11	5	1	7	8	5	9	10	4	0	4	8	8	0
ECH1	3	5	6	7	0	0	0	11	4	1	6	8	5	9	8	3	0	3	7	7	0
HNRNPL	5	7	9	10	0	0	0	17	6	3	7	10	9	11	9	4	1	4	8	8	0
RINL	4	7	8	9	0	1	0	16	5	3	7	9	8	11	8	4	1	3	6	7	0
NFKBIB	2	5	9	8	0	1	0	14	5	3	8	7	7	10	8	6	1	2	6	6	0
SIRT2	2	5	9	8	0	1	0	14	5	3	8	7	7	10	8	6	1	2	6	6	0
MRPS12	2	3	9	7	0	1	0	12	5	3	8	5	8	7	6	5	1	2	2	6	0
SARS2	2	3	9	7	0	1	0	12	5	3	8	5	8	7	6	5	1	2	2	6	0
FBXO17	0	2	6	4	0	0	0	5	5	1	7	3	5	4	4	4	0	2	2	6	0
FBXO27	0	5	3	2	0	0	0	2	2	0	3	1	2	3	3	3	0	2	1	1	0
PAK4	0	2	3	2	0	0	0	5	0	1	0	1	5	4	1	2	0	1	1	1	0
NCCRP1	0	6	3	3	0	0	0	10	1	1	2	0	5	3	2	3	0	1	1	2	0
IFNL1	2	5	10	2	0	2	0	13	2	1	5	1	3	5	8	4	0	4	7	5	0
GMFG	3	5	9	1	0	1	0	12	2	2	3	2	3	1	10	4	1	4	6	5	0
SAMD4B	3	6	10	1	0	1	0	12	2	2	3	2	4	3	12	4	1	5	6	6	0
PAF1	7	8	17	8	0	3	0	21	2	5	6	12	8	11	14	5	4	4	2	11	0
MED29	7	8	17	8	0	3	0	21	2	5	6	12	8	11	14	5	4	4	2	11	0
ZFP36	6	7	14	9	0	3	0	17	2	4	7	12	8	13	14	4	4	4	1	9	0
PLEKHG2	6	6	14	9	0	3	0	17	2	4	5	11	8	13	14	4	4	4	1	9	0
RPS16	5	6	16	9	0	3	0	17	2	3	7	14	7	15	13	5	3	3	1	8	0
SUPT5H	5	5	15	9	0	3	0	17	2	3	7	14	6	13	11	5	3	2	1	7	0
TIMM50	2	3	11	6	0	3	0	7	1	2	9	7	4	9	7	6	0	0	1	5	0
DLL3	1	2	8	6	0	2	0	6	3	1	7	4	2	7	3	7	0	0	1	5	0
EID2B	0	2	6	5	0	2	0	6	3	1	5	1	2	5	2	8	0	0	1	5	0
EID2	0	2	6	5	0	2	0	6	3	1	5	1	2	5	2	8	0	0	0	5	0
LGALS14	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
CLC	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0
DYRK1B	0	2	5	3	0	1	0	4	2	0	5	5	8	4	4	5	2	2	2	2	0
FBL	0	2	5	3	0	1	0	4	1	0	5	5	9	4	3	4	2	2	2	2	0
PSMC4	2	0	4	2	0	1	0	4	1	1	3	3	3	2	4	1	1	2	2	2	1
ZNF546	2	1	4	2	0	1	0	4	2	1	6	3	4	2	4	1	1	2	1	2	1
ZNF780B	1	3	3	3	0	0	0	3	1	2	6	2	5	4	4	0	1	1	1	1	0
ZNF780A	1	2	3	2	0	0	0	2	0	2	3	2	3	4	4	2	0	0	0	0	0
MAP3K10	1	4	3	4	0	0	0	5	0	1	4	6	4	4	4	7	0	1	3	2	0
AKT2	2	1	3	2	0	2	0	6	1	2	1	1	5	6	4	3	1	1	2	2	0
PLD3	1	4	5	4	0	1	0	2	1	3	3	1	4	3	2	2	0	0	1	1	0
C19orf47	1	4	5	4	0	1	0	2	1	3	3	1	4	3	2	2	0	0	1	1	0
PRX	7	3	14	8	0	2	0	18	3	2	3	8	11	13	15	5	0	2	5	11	0
SERTAD1	11	7	16	9	0	2	0	20	3	1	4	10	11	12	15	7	1	3	5	11	0
SERTAD3	12	7	17	9	0	2	0	22	3	1	6	10	12	17	16	7	1	3	5	11	0
BLVRB	11	6	16	9	0	2	0	21	3	1	6	10	10	14	15	7	1	2	5	11	0
SPTBN4	11	6	16	9	0	2	0	20	3	1	6	10	10	14	15	7	1	1	5	11	0
SHKBP1	0	0	14	16	0	5	0	18	5	2	8	9	17	19	14	11	0	1	3	8	0
LTBP4	0	1	12	14	0	5	0	17	4	1	8	10	17	21	14	8	0	0	3	7	0
NUMBL	2	8	8	8	0	1	0	8	2	9	5	9	11	11	11	4	1	2	5	3	0
ADCK4	1	6	4	8	0	2	0	5	3	6	6	9	11	12	10	4	0	2	6	3	0
ITPKC	1	6	4	8	0	2	0	5	3	6	6	9	11	12	10	4	0	2	6	3	0
C19orf54	5	5	2	9	0	2	0	8	3	5	4	7	8	12	11	4	0	3	5	4	0
SNRPA	5	5	2	9	0	2	0	8	3	5	4	7	7	12	11	4	0	3	5	4	0
MIA	6	3	5	7	0	2	0	15	4	1	7	5	10	12	11	5	1	3	4	5	0
RAB4B	6	3	5	7	0	3	0	16	4	1	8	5	10	12	12	5	1	3	4	5	0
EGLN2	7	3	7	8	0	3	0	18	4	1	10	9	11	13	14	5	1	4	5	5	0
CYP2B6	0	4	2	0	0	0	0	0	0	0	0	0	2	1	2	2	0	0	0	0	0
CYP2S1	2	7	1	4	0	3	0	7	2	1	1	2	4	4	2	2	0	3	3	5	0
AXL	3	7	6	8	0	3	0	8	3	0	5	4	5	6	6	2	0	2	4	6	0
HNRNPUL1	4	5	9	7	0	4	0	12	3	0	6	4	7	4	7	5	0	2	4	8	0
CCDC97	3	5	15	10	0	3	0	16	3	2	7	7	9	7	10	9	1	2	4	8	0
TGFB1	4	7	14	7	0	3	0	15	3	3	6	7	8	10	9	10	1	3	2	8	0
TMEM91	3	8	11	6	0	2	0	11	3	3	4	6	6	8	7	6	1	3	2	7	0
B9D2	3	8	11	6	0	2	0	11	3	3	4	6	6	8	7	6	1	3	2	7	0
EXOSC5	3	4	10	3	0	1	0	16	2	3	4	6	7	8	6	6	0	3	1	5	0
BCKDHA	3	4	10	3	0	1	0	16	2	3	4	6	7	8	6	6	0	3	1	5	0
ATP5SL	2	2	4	4	0	1	0	9	2	2	3	3	4	5	4	5	0	2	0	3	0
CEACAM21	0	3	2	0	0	0	0	2	1	0	4	0	3	3	1	2	0	0	0	3	0
CEACAM4	0	2	0	0	0	0	0	0	2	0	0	0	1	0	0	3	0	0	0	2	0
CEACAM6	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	3	0	0	0	0	0
CEACAM3	0	2	0	0	0	0	0	1	1	0	1	0	0	1	0	2	0	0	0	1	0
DMRTC2	3	2	3	5	0	3	0	9	2	0	2	3	6	5	5	3	0	1	1	1	0
RPS19	3	1	3	5	0	3	0	9	2	0	2	3	6	5	5	3	0	1	1	1	0
CD79A	3	1	3	5	0	6	0	9	2	0	3	3	6	5	5	2	0	1	1	1	0
ARHGEF1	3	1	5	6	0	7	0	12	2	0	5	4	7	7	6	2	0	2	1	3	0
RABAC1	0	0	4	4	0	4	0	7	3	1	4	1	2	7	6	7	0	1	1	3	0
ATP1A3	0	2	4	3	0	0	0	5	4	3	3	0	2	6	5	9	0	1	2	4	0
GRIK5	1	0	3	4	0	1	0	4	2	2	8	3	4	2	4	6	0	1	1	3	0
ZNF574	1	0	3	4	0	1	0	3	1	0	6	3	3	2	3	6	0	0	0	1	0
POU2F2	0	0	0	1	0	0	0	1	2	0	2	0	3	3	0	8	0	0	0	0	0
DEDD2	1	9	19	15	0	0	0	24	1	4	1	13	7	19	11	6	0	0	5	6	0
ZNF526	1	9	19	15	0	0	0	24	1	4	1	13	7	19	11	6	0	0	5	6	0
GSK3A	2	9	21	19	0	2	0	27	1	4	1	14	10	23	14	6	0	0	6	6	0
ERF	2	9	21	18	0	2	0	26	2	4	2	15	9	22	13	6	0	0	5	7	0
CIC	2	6	18	17	0	2	0	22	2	3	3	15	9	21	11	8	0	0	5	6	0
PRR19	2	6	10	11	0	2	0	11	2	2	3	9	8	14	9	6	0	0	3	2	0
PAFAH1B3	2	6	10	11	0	2	0	11	2	2	3	9	8	14	9	6	0	0	3	2	0
TMEM145	2	2	7	7	0	2	0	8	2	2	3	5	6	11	8	6	0	0	3	2	0
MEGF8	2	1	5	5	0	2	0	7	2	2	4	3	6	7	6	5	0	0	2	3	0
CNFN	0	3	6	5	0	0	0	5	2	0	5	0	4	4	2	2	0	0	1	2	0
LIPE	0	3	8	5	0	0	0	7	3	0	4	0	5	4	4	3	0	0	0	1	0
CEACAM1	0	1	0	1	0	0	0	0	3	0	0	0	0	0	1	2	0	0	0	0	0
CEACAM8	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0
PSG3	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0
PSG8	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0
PSG1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0
PSG6	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0
PSG11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSG2	0	1	0	0	0	0	0	0	0	0	1	0	2	0	1	1	0	0	0	0	0
PSG5	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
PSG4	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
PSG9	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	2	0	0	0	0	0
CD177	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0
LYPD3	1	3	6	2	0	0	0	4	1	3	2	2	6	4	10	3	1	1	3	1	0
PHLDB3	0	3	9	2	0	0	0	6	1	1	3	3	6	7	8	2	0	1	1	1	0
ETHE1	0	2	6	2	0	0	0	5	2	0	1	1	3	5	3	2	0	2	1	1	0
ZNF575	0	2	6	4	0	0	0	5	2	0	1	1	3	5	3	2	0	2	1	1	0
XRCC1	1	3	9	7	0	0	0	11	5	0	4	3	4	8	2	4	2	5	3	3	0
IRGQ	1	2	6	8	0	0	0	13	4	2	7	2	5	6	1	5	2	5	3	3	0
ZNF576	1	2	6	8	0	0	0	13	4	2	7	2	5	6	1	5	2	5	3	3	0
SRRM5	1	1	6	7	0	0	0	15	3	2	7	2	6	6	3	5	2	4	3	4	0
ZNF428	1	1	7	7	0	0	0	18	3	2	7	2	7	8	4	6	2	4	3	4	0
CADM4	1	4	8	6	0	0	0	21	4	4	8	2	10	8	5	6	2	7	4	5	0
PLAUR	1	7	8	2	0	0	0	18	3	4	6	1	9	7	5	3	0	4	2	4	0
SMG9	0	9	6	7	0	4	0	10	4	3	6	6	8	3	4	8	2	3	3	5	0
KCNN4	0	9	6	8	0	4	0	10	4	3	8	7	8	4	6	9	2	3	3	6	0
LYPD5	0	3	3	5	0	4	0	5	2	2	6	5	5	3	5	6	2	3	3	4	0
ZNF283	0	3	1	4	0	4	0	2	1	1	4	4	4	2	3	5	0	1	1	3	0
ZNF45	1	0	7	1	0	0	0	2	0	0	4	0	1	6	0	1	2	0	0	1	0
ZNF221	1	0	7	1	0	0	0	2	0	0	4	0	1	6	0	1	2	0	0	1	0
ZNF155	1	0	8	2	0	0	0	4	0	1	3	0	2	7	1	1	2	0	0	2	0
ZNF230	0	0	6	1	0	0	0	5	0	1	1	0	2	5	2	0	0	0	0	1	0
ZNF222	0	0	7	1	0	0	0	6	0	1	2	0	2	6	3	0	0	0	0	1	0
ZNF223	0	0	6	2	0	0	0	7	0	1	2	0	2	5	3	0	0	0	0	1	0
ZNF284	0	0	5	1	0	0	0	7	0	1	7	0	1	6	2	0	0	0	0	0	0
ZNF224	0	0	4	1	0	0	0	8	0	0	6	0	1	6	3	0	0	0	0	0	0
ZNF225	0	0	2	1	0	0	0	6	0	0	6	0	0	5	2	0	0	0	0	0	0
ZNF234	0	0	2	1	0	0	0	6	0	0	8	0	0	6	2	1	0	0	0	1	0
ZNF226	0	1	4	2	0	0	0	5	0	0	3	0	1	3	3	1	0	0	0	1	0
ZNF227	0	2	6	2	0	0	0	4	0	1	4	0	1	2	2	1	0	0	0	1	0
ZNF233	0	3	4	1	0	0	0	3	0	1	2	1	2	2	0	0	0	0	0	0	0
ZNF235	0	2	3	0	0	0	0	2	0	1	1	1	3	2	0	0	0	0	0	0	0
ZNF112	0	1	1	0	0	0	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0
ZNF285	0	1	1	0	0	0	0	3	0	0	2	0	0	2	1	0	0	0	0	0	0
ZNF229	0	0	1	0	0	0	0	1	1	1	2	0	0	2	1	0	0	0	0	0	0
ZNF180	0	1	2	1	0	0	0	0	1	1	1	1	1	1	3	2	0	0	0	0	0
PVR	1	5	2	2	0	0	0	3	0	1	2	0	5	1	4	5	0	4	2	1	0
BCL3	3	5	4	5	0	0	0	13	2	3	5	2	6	7	5	6	1	2	2	5	1
CBLC	3	5	3	4	0	0	0	13	3	3	5	2	8	6	6	5	1	2	3	4	1
BCAM	4	4	4	5	0	2	0	13	3	0	3	3	6	7	4	6	0	2	5	5	0
TOMM40	3	7	8	7	0	3	0	18	3	2	4	6	9	11	6	6	0	4	7	8	0
APOE	2	3	7	5	0	2	0	10	5	2	4	6	9	10	7	5	0	3	4	6	0
APOC1	2	3	7	5	0	2	0	10	5	2	4	6	9	10	7	5	0	3	3	6	0
APOC2	1	3	5	5	0	1	0	9	5	2	4	4	9	8	5	5	0	3	2	5	0
CLPTM1	1	4	6	6	0	1	0	9	5	2	4	5	9	10	5	4	0	3	2	6	0
RELB	2	3	4	1	0	1	0	5	3	0	0	4	4	9	2	6	0	1	1	2	0
CLASRP	1	3	7	6	0	0	0	7	1	0	3	6	5	8	3	8	0	0	1	1	0
ZNF296	1	2	7	9	0	0	0	9	0	0	5	6	6	8	6	5	0	1	1	2	0
GEMIN7	1	2	7	9	0	0	0	9	0	1	5	6	6	8	6	5	0	1	1	2	0
PPP1R37	1	2	6	9	0	0	0	8	0	1	5	4	5	6	5	4	0	1	0	2	0
TRAPPC6A	0	4	3	7	0	0	0	2	1	1	1	2	4	7	5	5	1	0	1	3	0
BLOC1S3	0	4	3	7	0	0	0	2	1	1	1	2	4	7	5	5	1	0	1	3	0
MARK4	2	2	9	3	0	0	0	9	2	2	3	1	7	6	2	3	1	3	3	4	0
CKM	0	0	4	7	0	0	0	3	1	2	4	0	8	8	6	5	1	2	2	4	0
KLC3	0	0	2	6	0	0	0	2	1	1	4	0	6	6	5	5	0	1	1	3	0
ERCC2	1	1	5	7	0	0	0	7	3	1	4	5	7	8	7	5	0	3	1	4	0
CD3EAP	8	9	16	15	0	2	0	14	6	5	6	10	8	15	8	10	2	4	2	9	0
PPP1R13L	8	9	16	15	0	2	0	14	6	5	6	10	8	16	8	10	2	4	2	9	0
ERCC1	8	11	18	16	0	2	0	15	7	4	6	14	7	17	9	9	2	3	1	10	0
FOSB	9	14	24	16	0	3	0	22	8	5	5	15	7	24	11	12	2	4	1	9	0
RTN2	3	9	19	9	0	2	0	17	6	2	3	13	5	17	8	8	0	3	0	6	0
PPM1N	3	9	19	9	0	2	0	17	6	2	3	13	5	17	8	8	0	3	0	6	0
VASP	2	8	17	6	0	1	0	15	6	1	1	10	4	14	8	7	0	3	0	5	0
OPA3	0	6	7	5	0	0	0	10	2	0	5	4	4	5	7	5	0	0	0	4	0
GPR4	2	6	11	7	0	0	0	17	4	1	9	8	8	11	11	8	0	1	0	6	0
EML2	3	3	13	6	0	2	0	16	4	1	6	11	7	19	11	6	0	2	0	5	0
GIPR	5	3	12	5	0	2	0	17	3	2	5	12	5	17	12	6	0	2	0	5	0
SNRPD2	6	4	12	6	0	2	0	20	3	2	5	12	5	17	12	6	0	4	1	6	0
QPCTL	6	4	12	5	0	2	0	20	3	1	4	11	5	16	12	5	0	4	1	6	0
FBXO46	4	5	10	6	0	3	0	17	4	1	7	14	6	11	9	4	0	2	1	5	0
SIX5	3	7	10	5	0	2	0	13	4	1	7	9	8	8	7	4	1	2	1	4	0
DMPK	3	4	9	5	0	2	0	10	4	1	7	9	7	7	7	4	1	2	0	4	0
DMWD	2	4	8	4	0	2	0	7	4	1	5	8	6	7	5	4	1	0	0	3	0
SYMPK	7	5	8	7	0	4	0	11	4	0	4	5	7	7	6	6	1	4	6	6	0
FOXA3	7	5	8	7	0	4	0	11	4	0	4	5	7	7	7	7	1	4	6	6	0
IRF2BP1	6	5	8	7	0	4	0	10	3	0	6	5	7	8	9	8	1	4	6	6	0
MYPOP	6	5	8	7	0	4	0	10	3	0	6	6	7	8	9	9	1	4	6	6	0
NOVA2	0	4	5	1	0	0	0	5	1	0	2	4	2	5	2	6	0	0	1	1	0
CCDC61	0	4	4	0	0	0	0	6	2	0	0	3	2	4	2	5	0	0	1	0	0
IGFL3	0	0	2	1	0	0	0	1	1	1	0	0	1	1	0	1	0	0	0	1	0
IGFL2	1	2	2	2	0	0	1	1	1	2	4	1	1	1	1	0	1	1	1	2	0
IGFL1	2	5	2	2	0	0	1	0	3	2	10	2	3	1	3	4	1	3	2	2	0
HIF3A	1	4	0	1	0	0	0	0	1	0	2	0	5	2	1	1	0	0	0	0	0
PPP5C	2	0	1	2	0	0	0	0	2	0	1	2	4	2	2	2	0	1	0	0	0
CCDC8	0	2	3	0	0	0	0	7	2	1	5	3	5	6	2	6	0	1	1	1	0
PNMAL1	0	1	2	3	0	0	0	1	1	0	3	2	3	4	1	5	0	0	0	0	0
PPP5D1	1	3	3	5	0	2	0	11	1	0	1	2	5	5	11	3	0	7	4	4	0
CALM3	1	3	3	5	0	2	0	11	1	0	1	2	5	5	11	3	0	7	4	4	0
PTGIR	1	3	4	8	0	2	0	11	2	0	2	4	6	6	14	4	0	7	5	4	0
GNG8	1	3	4	8	0	2	0	11	2	0	2	4	6	6	14	4	0	7	5	4	0
DACT3	1	4	4	9	0	0	0	12	2	0	2	4	5	6	14	6	0	5	5	4	0
PRKD2	2	6	3	5	0	0	0	8	2	1	2	4	4	7	4	7	0	3	3	4	0
FKRP	2	10	8	9	0	2	0	13	2	2	5	9	9	11	13	8	1	4	4	5	0
STRN4	2	10	8	9	0	2	0	13	2	2	5	9	10	11	13	9	1	4	4	5	0
SLC1A5	2	9	10	4	0	2	0	10	2	1	10	7	9	6	14	6	1	4	3	2	0
AP2S1	1	10	15	2	0	2	0	18	3	3	7	5	8	7	9	6	1	3	2	6	0
NPAS1	1	1	5	4	0	0	0	5	2	3	3	1	2	5	6	3	0	1	1	4	0
TMEM160	0	1	4	3	0	0	0	4	2	2	3	1	1	5	8	3	0	0	1	4	0
ZC3H4	4	5	4	4	0	1	0	5	0	2	4	4	7	3	7	4	0	4	2	6	0
SAE1	4	5	4	4	0	1	0	5	0	2	4	4	7	3	5	3	0	4	2	5	0
BBC3	6	7	11	11	0	10	0	22	3	3	10	15	11	17	11	8	7	8	6	11	0
CCDC9	7	8	13	11	0	10	0	24	4	3	11	16	13	18	13	10	7	8	6	12	0
C5AR1	6	6	10	5	0	0	0	17	7	4	12	6	11	12	14	8	3	6	5	6	0
C5AR2	6	7	8	5	0	0	0	11	5	3	10	5	8	8	12	7	2	4	3	4	0
DHX34	6	7	9	5	0	0	0	10	5	4	10	5	6	8	12	5	2	4	3	4	0
MEIS3	2	2	5	3	0	1	0	5	1	1	2	3	2	4	8	9	0	0	0	2	0
KPTN	5	4	6	8	0	3	0	9	4	1	6	7	5	7	6	12	1	1	1	5	0
NAPA	4	5	4	6	0	2	0	8	3	1	4	4	4	4	4	8	1	1	1	3	0
GLTSCR1	0	3	4	3	0	0	0	4	1	1	1	1	8	5	6	0	0	1	1	1	2
EHD2	3	6	6	4	0	3	0	10	5	1	2	3	8	4	9	4	0	2	1	8	0
GLTSCR2	2	7	7	4	0	4	0	9	6	1	2	4	9	6	10	7	0	1	1	7	0
SEPW1	1	5	3	3	0	2	0	5	4	1	2	4	7	6	10	5	0	1	1	5	0
CRX	1	8	4	4	0	1	0	5	3	1	0	1	1	2	4	5	0	0	2	3	0
SULT2A1	2	6	5	4	0	0	0	5	2	3	1	3	2	2	3	2	1	1	3	4	0
CABP5	0	2	0	0	0	0	0	2	0	0	1	0	1	1	3	1	0	1	1	0	0
PLA2G4C	0	4	3	3	0	0	0	4	3	2	0	2	5	2	5	6	0	0	0	1	0
LIG1	0	2	3	2	0	1	0	7	1	4	2	2	3	3	6	2	0	0	0	1	0
CARD8	3	4	3	1	0	0	0	9	1	2	6	2	5	0	8	3	1	2	1	1	1
ZNF114	4	4	3	1	0	0	0	11	3	2	6	3	5	1	6	5	1	3	1	2	1
EMP3	3	4	6	5	0	3	0	15	6	2	5	7	14	7	6	6	0	4	5	5	0
TMEM143	3	5	10	6	0	4	0	17	5	2	6	8	21	11	9	7	0	3	5	6	0
SYNGR4	3	5	10	6	0	4	0	17	5	2	6	8	21	11	9	7	0	3	5	6	0
KDELR1	1	4	9	3	0	2	0	11	1	3	4	2	14	5	6	3	0	1	0	4	0
GRWD1	2	1	9	5	0	1	0	8	2	2	2	3	10	10	6	4	0	0	1	4	0
KCNJ14	3	1	6	5	0	1	0	6	2	2	0	3	5	9	6	3	0	1	2	3	0
CYTH2	4	1	6	5	0	1	0	5	2	1	0	3	4	11	6	4	0	1	2	4	0
LMTK3	2	3	6	3	0	1	0	9	2	1	0	1	3	10	6	3	1	2	4	3	0
SULT2B1	4	8	9	3	0	1	1	14	1	2	2	1	3	9	8	4	1	1	2	6	0
SPHK2	10	7	19	13	0	1	1	20	1	3	7	10	11	18	13	10	1	5	3	10	1
RPL18	10	7	19	13	0	1	1	20	1	3	7	10	11	18	13	10	1	5	3	10	1
DBP	11	7	18	12	0	1	0	21	3	2	9	10	13	17	12	12	1	5	4	11	1
CA11	9	7	17	12	0	0	0	20	3	2	8	9	12	16	10	10	1	5	4	9	1
FUT2	5	7	11	9	0	0	0	18	4	1	8	7	10	9	8	8	0	4	4	7	0
MAMSTR	6	4	13	10	0	0	0	25	3	2	10	7	13	15	11	9	0	4	5	7	0
RASIP1	7	6	14	11	0	0	0	25	2	3	11	8	12	15	13	9	0	5	5	6	0
FUT1	7	7	15	11	0	0	0	24	2	3	11	9	13	16	12	10	0	3	4	7	0
FGF21	7	7	15	11	0	0	0	24	2	3	11	9	13	16	12	10	0	3	4	7	0
BCAT2	4	6	9	8	0	1	0	14	3	2	3	6	5	7	9	7	0	3	3	5	0
HSD17B14	6	10	14	14	0	3	0	19	6	3	2	13	9	11	15	9	4	6	6	14	0
PLEKHA4	8	9	15	14	0	3	0	20	7	2	4	12	9	9	14	7	5	8	7	14	0
PPP1R15A	8	9	16	15	0	2	0	21	7	2	4	12	10	10	15	8	5	9	8	15	0
NUCB1	8	11	17	14	0	2	0	22	6	2	6	11	12	12	17	6	5	8	8	13	0
DHDH	8	8	20	11	0	2	0	24	4	2	10	10	11	12	13	5	1	7	6	8	0
BAX	8	7	16	9	0	3	0	18	3	2	8	10	9	14	12	6	0	5	5	7	0
FTL	8	9	18	9	0	3	0	18	3	2	8	10	9	15	13	6	0	5	5	7	0
GYS1	7	11	16	10	0	4	0	16	3	2	8	10	11	15	11	7	0	4	3	7	0
RUVBL2	7	11	16	10	0	4	0	16	3	2	8	10	11	15	10	7	0	4	3	7	0
CGB5	2	6	8	5	0	2	0	10	1	0	6	3	6	10	4	5	1	0	1	2	0
CGB7	0	6	9	5	0	1	0	9	2	0	6	2	6	8	3	5	1	0	1	1	0
NTF4	0	5	10	6	0	1	0	11	2	1	6	4	6	9	6	7	1	0	1	1	0
SNRNP70	0	3	11	7	0	0	0	13	2	1	8	8	10	15	9	10	1	0	2	3	0
LIN7B	2	2	17	15	0	1	0	22	5	2	12	15	13	21	18	18	3	4	3	8	0
C19orf73	2	2	17	15	0	1	0	20	5	2	12	15	13	21	18	18	3	4	3	8	0
PPFIA3	2	2	17	15	0	1	0	20	5	2	12	15	13	21	18	18	3	4	3	8	0
HRC	4	2	14	13	0	2	0	19	4	2	8	13	12	18	21	16	3	4	3	9	0
TRPM4	4	3	13	12	0	2	0	19	4	1	8	13	12	17	20	15	3	4	3	9	0
CD37	1	4	6	4	0	0	0	11	1	1	5	3	5	2	3	4	0	0	0	2	0
TEAD2	2	4	6	5	0	2	0	15	0	2	7	3	6	3	4	5	0	2	1	2	0
DKKL1	2	4	6	5	0	2	0	15	0	2	7	3	6	3	4	5	0	2	1	2	0
CCDC155	2	3	10	6	0	5	0	21	0	2	10	4	6	10	10	6	0	2	2	3	0
SLC17A7	6	2	12	8	0	5	0	25	1	2	9	8	6	16	20	11	0	4	2	4	0
PIH1D1	7	2	13	9	0	3	0	23	1	1	10	13	12	20	20	10	0	2	2	7	0
ALDH16A1	7	2	13	9	0	3	0	23	1	1	10	13	12	20	20	11	0	2	2	7	0
FLT3LG	7	2	11	7	0	1	0	18	2	1	9	13	11	15	17	11	0	3	1	6	0
RPL13A	7	1	10	9	0	0	0	14	3	1	8	14	12	17	17	9	0	3	1	6	0
RPS11	7	1	9	8	0	0	0	7	2	1	8	12	11	16	18	8	0	3	1	6	0
FCGRT	3	2	7	6	0	0	0	6	3	1	7	11	11	15	15	8	0	2	1	7	0
RCN3	3	3	7	5	0	0	0	6	4	3	7	10	11	14	13	6	0	1	1	7	0
NOSIP	3	2	5	4	0	2	0	8	3	3	3	5	3	7	8	5	0	1	1	4	0
PRRG2	3	2	5	4	0	2	0	8	3	3	3	5	3	7	8	5	0	1	1	4	0
RRAS	6	3	12	7	0	4	0	16	2	1	0	12	4	12	8	6	0	0	2	5	0
SCAF1	6	3	10	6	0	3	0	16	2	1	0	11	4	12	8	5	0	0	2	3	0
BCL2L12	5	5	10	5	0	2	0	17	2	1	0	10	4	13	7	4	0	0	2	3	0
IRF3	5	5	10	5	0	2	0	17	2	1	0	10	4	13	7	4	0	0	2	3	0
PRMT1	6	5	11	6	0	2	0	17	3	2	2	12	5	16	9	5	0	0	2	3	0
CPT1C	5	4	9	6	0	1	0	14	4	2	3	11	3	13	8	6	0	0	2	2	0
AP2A1	4	4	8	5	0	0	0	17	2	2	4	8	5	9	10	6	4	2	3	5	0
FUZ	4	5	9	5	0	0	0	16	1	2	2	7	12	7	11	3	4	2	4	8	0
MED25	2	5	7	4	0	0	0	15	1	1	2	7	13	8	11	4	1	2	4	7	0
PTOV1	4	4	11	11	0	2	0	11	2	2	4	10	16	14	17	6	0	2	2	7	0
PNKP	4	3	10	10	0	2	0	10	2	2	4	8	12	12	14	6	0	2	1	5	0
TBC1D17	2	5	11	9	0	2	0	8	2	2	4	7	11	11	12	5	0	1	0	5	0
AKT1S1	2	5	11	9	0	2	0	8	2	2	4	7	11	11	12	5	0	1	0	5	0
ATF5	3	7	6	6	0	1	0	3	1	1	5	4	3	7	8	6	0	2	1	6	0
IL4I1	3	7	6	6	0	1	0	3	1	1	5	4	3	7	8	6	0	2	1	6	0
NUP62	3	7	6	6	0	1	0	3	1	1	5	4	3	7	8	6	0	2	1	6	0
VRK3	1	3	3	3	0	1	0	4	3	1	7	4	4	4	2	6	3	2	2	5	0
ZNF473	1	3	3	3	0	1	0	4	3	1	7	4	4	4	2	6	3	2	2	5	0
MYH14	0	5	3	2	0	0	0	4	0	0	7	0	2	1	3	6	0	0	2	0	0
KCNC3	9	9	15	9	0	2	0	18	4	3	16	8	10	15	10	10	3	9	7	4	0
NAPSA	9	6	17	10	0	2	0	20	5	2	19	10	13	15	11	11	3	9	7	7	0
NR1H2	9	6	17	10	0	1	0	20	5	2	19	10	12	14	10	10	3	9	7	7	0
